calendar_date_dt,residence_area_cd,residence_area_nuts2_cd,country_cd,socecon_lvl_area_nm,test_positivity_percentage_area_nm,cumulative_confirmed_cases_nm,variant_area_cd
2011-11-15,iXKyGuOvZeMDqXMDeXYy,BZeqZBGesGnxOlzMwjQd,cXDzaJCoLOkDlBrESJEb,8158,70999.98,1063,IUhpohzVfUvHQeagdKhC
1997-05-09,OgBIeUOCWtnrfpSfymmF,njeIRuGUrzGuMYOHVGkx,nTFpsODYuriqrXoSdBKy,157,28403.84,343,HfgQNTHvxHIIfAXurwSa
2022-01-24,igeNEBmWHGCokNfXgyKI,PGvgubGGFTRsfPKWIxln,AakiATCBYcGVcOUllHfb,9806,5648.22,2741,LvbtWXBxbjNdlswqjnVI
2022-06-12,CuiAGthSzSPbEZWmHvrf,feRPRdhmjNcpvadKEpfx,QKtKqytBvFxrkVfPUnfH,5144,49669.76,2389,gokPphaYjbWfCZTvBcLH
2010-05-09,QAHHrqMiGiKgBDAjpUUy,FzzhxrywcAuNuYFCRjLt,gDNgGzBAFuDyXCWjMBxJ,2040,87472.54,1728,QmJfyHDalHEzovbrjuTE
2006-08-31,eUNLlQHvwXzUCNrLIpTS,uDtDOFqFnNraPLrDSQzp,DIqcgFtORdCAvlOWdRdr,4578,83833.77,6507,yHcJJewgCWmsEqENhbRH
2021-09-01,odjqxhZEILNEEcRMMKNV,XbtVZRbaIIrMCqDkzcDe,rPSobaeWatozIeYIOdAx,8689,60873.6,4232,myJvktMkVKdOHmPJODWu
2021-08-20,wzceVOdFfxdOXRArqgVs,MrTYEIgTPUGltuUfVEqe,DXvFfVmuByvvXxHxzmEd,5978,92405.24,6559,cFTfoYWLMeDTZrSsjRAx
2016-03-06,zXBSjbbhpBFztnRvwpQf,DwqJaGCGEfrmSztrubWh,PbtKagXWdIyQeuUXqaWH,6044,83255.75,4174,NAsNPLXkmCzYdnqRzZeQ
2002-07-15,kSKmWQzuWOjjybddAdVm,JiwqGQHktfhslDECIxwY,IrppETAPsHHgprmrJeKF,9014,41910.15,5738,jpGSmeSeRyBaxhsPBSGQ
2015-08-28,shvHbkgzweqsNdEedDKM,xauWEZdbJrBttvscIOzt,PRsiPjETvkVutXlGtTpn,2475,13351.55,8646,QlItWJYqjVhTTzfhfvlw
2000-05-10,HbMJvIbKUEvOLvMJFwES,SgmaJdTuxRLOJyHRZBnr,eECcveAWFaHAIOPdVTQA,7010,42398.33,9127,OoKOgxfwgkKWzqmxpXXr
2005-08-05,mhIgQZMWpcIERnpyXdAV,ajaEeSomfSmIRaoCxNGH,TEzPNWdoFtZKmAomdXGW,6678,25422.51,233,CHwYCRWLWNYrVWFUQDEr
1997-07-11,ZAGkgoQMZXDOAZtQbtkO,swokRRqKQKEfsDanPedW,BTNlUonQDhExaygKIuTi,5939,25170.9,8422,PAAVKvnDstXAEgQjEUMH
2017-10-02,fgYZGbIHeyUvDSBbzDdz,fZcGiaKVKFPVAPNLzjOH,GoHZgauIxxNbDXyeDNYr,2150,88603.0,867,ERSnbzaznAwFeKYFsIEq
2017-08-31,yQEMmFValatnVCWBvLyO,xHUlGlPWGMPtgLrJEzbW,ZTkqvijdaRfriOZIfqCu,3569,7256.33,7498,iTxfuxJUbrYwzLhggald
2021-05-27,iDVYSXCxRFaTyKZKIyKL,MDwQDKXFlwRFNucqRhQn,FcuXHAGERGBehvwIbCfE,8075,66307.17,3944,oRcONTLagAfYGNCHOtDF
1999-03-12,gBxhhYMGUsjAcnCImPzf,hBfYebvwqyMGDAgesfYP,AGrAuNvwDfEiPntDVJlG,189,77192.42,872,IqPBywfygKqDIsDsWnIX
2013-08-05,TWQontFPdvSXCIatIsib,ZYsREbfPjIonYfkseaJW,BOetPwSXcaKpikxqJFHZ,2449,3645.4,1437,opPDWWiEspDjaIGlyjoW
2003-01-04,pemPXktLCLIxOMkLSSSC,zSBOlOwQORDIvhajLyDi,YFtGlxKIpfKtkLFGCDjp,6699,36971.47,6238,JstidxwvvmLJXoRGAMLx
1999-02-11,YOZtLuSpJQSbeXjPkGPY,ZFmIuwxCDJQZJcipmXzH,xcngERdpUIccCriAqrwd,5009,19203.92,9136,DnoeGAGigbUAHZnoaTpD
2022-09-11,HCeCLuxYPyuxvGlAGTJZ,DDjPaFkrpKjBgmIEyPPV,sFQQQPxFZeiWUZXPjRZk,824,96796.29,7644,EDZgXRDexxRlyAKFMPFN
2022-06-11,JwqXBxjxdCoYQzWeFLfR,PlKLLavpVJCsQXNbprur,UkFglHImJcTtRBsmdOGi,9308,87947.71,9413,MvXfinUqrkbVIUPUbhSy
2018-05-07,lKRrbSEuIRpSuQEYGgNx,GAkhHLXnWPeQryuXYyaX,egKKnljbjBjpUmjdfOxh,5772,57154.13,9994,GcudqGIJDOLgbCmCNvXY
2004-11-07,TDJPCoMzvBtwPEEcFtci,pmYIwPVDQiDITQawPkan,mGelCKsQwdYRFIvUZnUx,1052,15859.99,2600,QkAVtSozyIrzXOkKrYsE
2020-11-05,OgjKCrZidtkbhYuQvuav,kEFdcptUMQdWzoVFsYjB,hQygkyKhPkGyjTUyYWWK,8626,24590.25,3373,NJAmetaUAPAQTCqyjUZc
2020-08-15,YrsnznDWiYYJbJjLuLuh,zZZZrZPUmBRlIcEnbMmY,oilXsyUaIzxEdEMykDWP,9473,16398.71,165,gnXCzzpaffttdxcMZduv
2009-01-16,AuktmntAFLzBjPTuBrUC,NpqikQMvtZdiNHuNEWnB,bAVsOhccuudWWeQunRSd,7247,10713.73,7561,ezXYUZurSTffgsqhvCLX
2018-05-14,JPKPQZnfbKqVUpQiMHRL,BmaMkyynmRMOzUZSGwyr,zZTJmLeGefHayGtywVdS,7093,98787.23,4372,kwWvzOKEafWOUgjVpvnj
1996-04-02,CSQHsSxmKscIpEDHhqJc,NCGXPHjYAizNYEERJUEW,apkXvidvUhotJPbCldQU,3525,64463.0,6003,zyuDtVXlTbInLdQyWnyU
1996-07-07,tFGfMGbOlRTKcVgVejAB,yxmBpVBNtmjwVvrtyLba,QidNcoqebtCpIvvAShTO,6895,60595.5,1300,fGYsCJYzzzOUGpDBwiYF
2007-04-17,WQeXCnolctfuEXOhocss,rHOwubFOXGArqAmOUZRK,jeROgUZuhOjZILBtMUnK,5000,84887.5,858,aCOsCGJoOfwcNcYhijlf
2001-02-17,nLSWysuEIYTcPPsVLKxf,CaobTEFisUdcElTOaaou,KrymHNcayydkCIWLrczc,2030,80291.1,3445,xWHJTBMnagOuDpcuWErl
1995-06-21,VtOhnyOuoaywmaPblOCY,ixearYPWUlzFjPiXHjWP,JYFZiarDCgAnLpElcCPh,6373,44991.12,9614,xjFuULNQuxPCKqinCtIy
2003-07-31,dVoJVHsKqFTTbELfYVsq,VnUqeXUtfPIFDCmJZYiF,LPlTpchSemcksHEwnyLz,1331,9523.67,9940,WYmIbaldWhdYaZbGoeCG
2021-03-07,GUkAngGCMalxcFbysxdf,HvdpDSQplezVQGCshAGA,eJxkzzuErwCytSEZwPXY,3765,29960.8,6767,gstpbTCGGEecJLxzViTh
1995-02-20,SezYxsdWMSjGsqpyphkT,ysOspZhPcVEHSclwyFaH,CZweNYRFRxGvlYkoUvci,2221,56274.88,7002,JcsZbitZyLygoyWbEevX
2001-04-23,yyykeKSpLILEODZTybar,FKpVWvCiwkbxzqPYtNTw,ZmhAIMAhBfeLmtXgnqtm,6632,70209.86,6346,PIdCcCxLGChfQKcKdcIW
2011-02-01,KpmoFfuqXzoDgwJBFIDd,qpCTxdjdgdVWxHMDnHpW,xuEfPMbvWYGmgypjJgtK,8699,83814.96,8179,KgzqIobWfrJUliaHUEva
2022-01-27,oQgkbWBOdfdaBjAsTgIV,FHOySqKLlWaDZGNNHymr,xclNtNGSWxqQwUJzstoG,5050,18449.21,8808,jrzXEwgERdCtxfQfaGRQ
1996-10-29,vkzblcAzlfKmdfGqNHvg,YlHQPwujjgDAVpgJVxvs,pWewaytsFWaNJBcPypdb,8798,80286.86,5859,qmrwUlESaOoFodhaOEYf
2020-10-26,jVYIOvZwdUEDJvSfvmkd,dBAvFAedpYSmmZrYVAgZ,YPKzJQIhvSNIxdfGWzeW,5684,18441.27,2553,MGFyjzDaYdpNblpPzviV
2017-08-22,dEhJXaJkODWaoUTOyvhK,pmFXvEMPBMBtTFPppvJx,rdgmAetVGbGrhepgfnrP,6276,17105.81,9638,IueJGRyaCjNtfLSCJWoj
2004-08-18,AufUasZQTEcQHzZpnpYa,ZxatcboHAKWykGLvwMQo,MQTHoEOATZahLOSbVkUs,3489,48310.16,9805,LtXAHzxJTGxrOQiGiGxG
2004-03-30,QypLkrQKUmWejVLZAsFY,DErmkNJfYhdpjAPQIgoM,MIRzkZEAfEHbaXmxDzKg,1625,67835.95,4449,eZHtVEDXouFBXbxzcTYR
2009-07-11,GireSIQnsdIIJkAZgrsz,KxmcnDeMYOHcxxOLFhWL,YssCeaPLsozeDMxEdmFa,5419,84077.62,5777,CoSZYqOQEVAZiryKknnw
1996-02-06,dObrsonYgsPMtnGQOotf,uHeXPgWLDwwpSsKfEvcx,diVWBzyczqNIzXScHUEJ,8310,74495.81,3356,xrZbXCpkYmNxkyrjRrth
2013-09-30,HKQiCTBoKQwGapvNuQIh,iCiatDIPaDssbgntqGQY,BZreFuNmBmmVxnvKiQxg,8458,69107.89,5440,LGPVhzNZVBOVhFpbWFuO
2002-08-09,XvWAuWrctPguBHNscIRb,nbhQXWUloDFoYzQclUAF,LbTLmWRkzdWUiUGWtiEo,5406,7447.1,1385,ZktyIRrjEhRrGkTZnoVI
2022-12-27,MiOUruJHRgNQEludCEcN,FiyVOyGfndoezimyCjAr,vaXmSFxPuEKzUiQMeWao,9941,82423.28,3872,BvUxeXYPPFCrRTEqVEvO
1996-04-30,AjxJdvFzwvsvljxWjvDE,KtEXkTlVixbJRyFWwdRZ,brwLaBgBdirFIOLRyUFv,8458,13342.11,716,EburjlhTIdpRFdDwFJHy
2017-04-13,TjvUdpMlMQBjpeWluZgo,uFucnUyGULYCGzuCMhoa,lGEozTWWNyOaMMEXSVHw,988,84734.59,7944,aXnLzkhVplHtoeKFNqNE
2008-05-07,FVYyLEmwFEWzoTuStTyn,RVNHgolTpujXZDrwGyCP,WWBvCgkbxWRXZuuGPQuJ,2049,17828.99,4409,nYJazunJLyThqPLMqyEm
2000-09-18,NbOqcGkDrKjkhvUPgrai,uNVntbZRsHPoSzeMMZfN,ASwXdtHbzPPOKWBuKrJL,8549,96006.63,3214,OnnMsAPOidEWeDyRCUXB
1997-04-16,oTrRELweTEYamjIXBmqx,dqIBSwPTZzPhmMBeCHCx,mGDotziWFxQrKsjVuweV,3956,48130.16,6889,iHqEvaudTkBuhztWauFS
2007-05-05,sBtaEufXCvTnhnAKVXjc,RazjtAPRzGzYVboHBmjw,NjUaiJXkhjOMCiNvqvCY,2504,19641.95,684,oyexZYhhogLHHRIJliqM
2000-06-19,gGreWPAbgcuQeSoYddVI,MGmRqSczXgOGhcLqiDVx,OQbgqmvtNQphYKjXypLY,1502,94248.49,6083,BSiSUYnhSZnSgdQjiejy
2017-10-29,CdqfFtgMoYSlIENLLLoO,HjOvXtMSxBibJbeuDmmP,OLmucwMOuEFvYiWUesnK,670,77666.26,7839,QkExkMgErPXkZIDErKEX
2009-06-25,xYjBOYpmkogyKSkeiAcB,WcumnIPaPniRzQIvuBvN,VEzaenuowkTNUthoXRjx,1586,53977.6,7955,ajBZRqKcurpGQFQmhdJT
2010-11-16,HQJJTvxnWRRGWvSNuFLk,mfFmXOoQZExdyhJjlinW,pZbTTMojRJnwkSZYsumT,7745,83491.38,2584,iHZhITuQNQbkNfLnyoUb
2001-11-19,PWJxAfcSojzNtNDCdqqz,BvZtAJzBoktIcWqSohnV,PkGPYjKLRLjSEBdophNy,8079,18482.92,7084,cyjUBHffWehgrdqSqJwc
2021-09-11,eTEoGgkeGcsVXTpFbEgM,dDZHLxPXqxlYneNOXTlr,SHkmybgMFMjFymXRiUya,8306,28789.26,9991,UUopalrAQQuPyflnSnTu
2020-12-24,QgvdroUdsSGXVpWcXmqM,BBCASFeTnYycMjxxImOG,UrYleePrgAXvzluOvtbF,4870,75171.93,9838,DIbDfbsDuDWGdKAcugam
2006-02-19,sFAqmWvNxoKLSnbetHdL,CMwyEEpBGpLyZqGHeHeL,muGuNXCUbzQVJXZnRuPa,6843,23231.32,8174,YJilDppdJDdvmHPtLUYY
2023-01-23,ehxmbKpbytXuvMNtGTAr,ECsOmcekLdcesSWETvEc,BeplMZakNetGTmINAGHf,5739,86296.51,7376,kysDwyyWQTbDTyuLFCvo
2000-10-27,pvZxgCRkJWvqMulJsilb,CosGnCinYElFFxZzGNTO,LJZahGasKVNOktlFLGPW,3691,3158.73,5655,EbIBfNSssDQMcxIksYwp
2011-05-15,miWlSgQPdiTALywEoayr,nPNIIwVZNqVxnEunGUsp,NGsrYZwAInKRHadnanPr,1816,93858.86,2210,roUhAPyxbHwWTfTSRVIX
2017-09-29,dqrUhURASBxxvjaeYFCp,hgUirgYzBeIGeMsEwYpl,zohMeowGUezlXfzjfCHF,4365,11554.65,2178,feXTswOrnWSJzkrpKNGT
2008-03-05,gUpQXRFYOwNVkyVzlfSc,kfXldTVuFNyOdtgsraTe,slgGoYluiblFOYWprvZk,3630,5914.4,9578,XznJnpePhGwLCCOiSiWn
1999-10-15,PmEIuvCVuFPKGXmdxOlO,vSsryuPedyDtUuUBqknM,ylMPSqwGpHouMgWObtoU,285,6191.55,1428,QxPdYLQvtXTsXxxmSXCg
2013-09-25,dJjYzOOvhAyTcwQpdVDj,FlmSZOXegCUkqoTRocTJ,KtkZIjszIPsOFkgfygnG,675,64901.3,649,aApPFDPbdITevTNsfHfK
2000-10-05,kbNHqHcOCZUYRIZWpsdy,LAaIqOahcaIQRzEjeXri,FziAOsmNPWdAtIrPIMYS,2448,75504.96,7996,JJNmpsEmKTOGuLoxfdjK
2004-02-11,YKfGQSQHWuZTunEWVvWZ,TQFnzXJqOawswuNqUgda,WFqBdFIikhPPwgNNhQMg,5952,61644.35,8427,YTjvrhpcpmEfbMKzdWfY
1995-11-24,VywyDCIqkewDtlzpayuO,lVOzvcOejNqIxVGNbtpW,tVFklVMpEqFyTXfsKayB,8514,35065.14,6605,xnVvVfUrDikkpuSXDtfI
2021-07-02,eiXlxUtbvPnBTYERPvwW,BebSNALHznwZdMkJoSFY,TMHmzqBTaSAoDtGmpBuu,4077,33621.53,9858,XYsLlrNmXHLjVZTZklug
2005-11-02,ULpTpgwvNFjMZKCQsmmL,oZkfMGQOOtiOyrlmosDf,vHjgmrIetVIjMNfXCkxg,1688,29535.56,6134,qQavfGCuQYrHdoHIlFpf
2012-01-10,NAWHAWwoutCGJFIStEWh,gVvUoGQgkomnKuYNYlcl,cCiWKJndNEOIRTsvSUub,3503,59766.58,7597,ZxqrROAFbGPRqRJfpItK
1999-01-20,BVxuEVSAWlrxDWYupqJt,oGVeWPjoyOlBvkiYTbUz,BoKxfnUjgVsvorZBHqFE,2192,7073.1,2665,fdSCNYZHvjCqttNvoFdb
2010-11-04,SaxDZWqtLaKEpfMaNBrC,dxCpHRyxyPWqTJYKynLw,BzeCWyZwvXqbiWiklbnU,3887,3989.65,9759,FXUgnQEuesydnQKMYPEc
2020-02-27,QjoTZPHDcgbUIhlDUUcL,peZbOoFLqZHdAfESkaRP,PQFXFIZGGZfbQuiUspiY,7354,3011.81,6855,aMHakMIacHmXaJVbspRX
2012-07-11,CGjNkOCmNRjKRYHOzumb,NiRmLXDpjGzWkPrZGudB,IJVsZOqhKoRyNKFAnvir,4248,80779.51,1245,SlVBgAXomMoIxrKuKYay
2009-12-02,fOOErfusFBgQADkNFwEW,aKSqwTztUzDHjvnLjeWh,lMnngGAyMIlptwBWaTzb,6791,39337.22,2546,apJTGpEjDFrOUByPRlMb
2005-03-14,IDTOmCqPTcmFVhOFGPCl,vlnBiOIYCvWlEDacpBDb,vPTFzcUnhvKuhyetcMQx,4159,56146.41,6130,EWOBKBJfXnagGUKBpPfn
1998-07-26,vDzMAYnXuxwKzKiuJtBt,XAWpSsfesxAlNTCVwCdU,NOroBnWPwlLLXetMAgjL,774,8311.46,2526,pRklLZQmRdaDWCYBuBgU
1998-04-20,zPuxcpXYZZHhKSVfNxXy,avyelOmelkvceYizTRQk,SaAYhsGNNVBAfxgqdjoR,5026,93879.38,8703,GLEQAOiKuGgvtNvPyFJK
1995-06-25,WVbhXJOJSkAzFeDBnSpZ,DweYjavCaVbbqsZZIBUa,VCeymyOCWlbySIbEKjzA,3657,33221.83,8461,izeCQVFHuyeYKLBUKoFf
2015-02-04,YpccwnLZnchOuoXCVBHf,ahRqhQXyfmiaHWVVqpSq,FTTTaaUudOkHNmBodRVn,2023,56886.91,5710,UKJlMngostkbWKGvDwIA
1999-06-18,DevQSsERYVGVczkeqNxd,ZHRmlHkLrdeyuyrYQZFI,jvMEzFuUMaTxAseZdLnX,3455,98615.36,2440,bnouegogmPEBWMlfGOVa
1998-10-11,aFhqsETOqghfkVmGltNd,fQOGvhcqFWExJCCPeYgs,VnCtSiqjfSetqhzjJymS,5166,23117.4,5713,IjDtTedXuJnDbFoZzHyx
2022-07-04,BytNbgeGsLRxLMHacPok,hOwHowzBOTOJHLVJSOao,OohpAKAKMMmUfqPiRrev,8755,18514.89,978,XijXNHMMoKQHgdGdkLVu
2012-06-04,ALPyZZEAbyGlVJFJutkA,mEVmfOrtstUORHNthJJO,MIGeUphGhhAkjqJPeedM,3452,43084.56,2031,nFNajCrDCDtprMdNdzvl
1996-03-20,wakSeoLmACTXAUQQZrZW,RxOgTGxXGhLsDxzkmfTn,mMOXsTSSwvTXMsaHvFbL,6719,42801.63,2023,cRJyeQaajDVqoJQLslWQ
2018-02-17,gZFCcnfAdoZvNetDALgT,trrfxuleRYYqhQcoEdJm,NgaOyLFAALjToSPGCwnx,7154,23064.84,7353,AtaDrlQPVanaBGIhwdUZ
2004-11-29,CwJLcJrsxxrJfGyuVdbT,HquiuJqNjfltwvIiwzPv,wLrtZohZENpiogbUokFD,2090,38965.51,9565,kpHxTWdiFNqvvEPLCVcu
1999-08-31,HBZvLVcmFRWMggBaykre,GNqVKVGJvHEPtmbfmdgW,SRydAvpHwGmVkkkThfCD,5849,15321.31,9397,QwjqhAiWVwoMiUhMBfad
1993-11-26,wcobcUMGsPTqZKFNPErd,WOGJkcjRLdkHcZRLTUrH,OOhRprZXrxaOWOlVZtlY,2369,18007.83,3778,ixUmeKHWegNytBbYXyuD
2016-07-31,iQRuuBICscZSZcKvVSEo,ilAwxNsaJyzEieUDQhpX,VWJWUezkREKvCaWzoZYP,2148,43595.33,1313,KlMxSlOgtLQdUpkmvWDo
2016-10-19,LwBdomUBlQTJWhFTzCuK,ocmxuuWgBBRQZogLVbhR,GvRjJGbkRfHDoJegHXfG,5447,18948.16,1525,vtdAyXQmmbEAOUjnjMtR
1995-11-30,VkmttuKnGQelBDxAfrHF,zwsOPlcEYpFSMRrDNQhD,bIEKmkfIDzABrULjqgdo,8312,28610.0,8042,ATOKVBYQTtyJyybDRfnb
2015-07-25,GbBcGDDwBEobUamCZwYh,RtebmQdmZSwqgZEOovJJ,iLxGFegrSaWJwYOIjDWv,6299,38382.39,7168,hSPlUvsTHtDlljoPMTCe
1996-10-28,FcrbPNgfLkOLdzwAykOJ,dNGQJKFlmBHKBHPdfAdf,IZwJUHCdOQVMxYFXwdPk,4200,84323.5,1642,jkyBZIzXHLsWhvAMXkVh
2019-08-19,aINywTSmccaWuTuWlDMX,YjWQWVqZMPseELEtZtfU,dfOcyRgkfdZirrKNiZYD,520,14549.68,4072,HEnnokquzkzfUfIgSVeR
2020-10-17,nRcCPTrXzLyPdwBBtOLL,lQftFrZAXjEEyPYchtvv,jqkwAPlJAfdxuDfpuCxp,3547,89505.6,8216,zwvegHWcmBsUwtrzSWKC
1998-11-21,AxTTcEgdvGIfJZcvGuLv,ghtqxgdBRmvPEtqsnOAs,jTlioBJOoOoLDCQNCByx,9144,7525.47,3439,kyqNotbYIIESWHJGyvlK
2001-03-25,tygpmmYAKmyjWopWAknb,nwSIGitEdiyKsIHTsxVC,NbOmrqYFhoKAagRyPMrP,717,20325.22,2311,msGQyPawghRwvUhFRyeG
1995-03-16,ySVZpalRwholTYzVvfbl,WWCzzHhbqMcjKErEuyRb,DbrhrzYqKfWGryIueDLJ,9277,49898.86,6398,TFNoIwviaujIukzMbLlR
2008-07-27,axQkAgtmXyYwHtvFIDlB,OzRIylEUiwrYIzpTUhzG,oVwVerpPkfkoOedajWvN,7823,50363.0,5014,YQZcKAKChtuUXVpLMmDO
2007-03-01,YEapUCuTwwkMFTQFOQlc,LbfpZJzjUtdBBpMdirWP,HQgwHhpbLLCtJiUuqYjs,4367,50296.49,368,jIsDIaLVkzNwCmNCbdzT
2018-11-29,OtFEQIiXICQaGeQcACCQ,QBtYEWmxpnhESXQGBPeQ,MmOxwcZYewwXmfGFivZD,5396,75080.52,6117,BGQaeMWsOHooIfLyhqKW
2004-11-18,ifWrJTcfaaFucNDXDrkh,onuVylQzuPEvAAYtKdst,YMenosIFOIVrlgShAOQx,1290,42730.54,3335,WGXSUZKENxYkxSruJTel
2000-11-21,tQbuFbrYTQPhjOVXrqeY,DGCyAeFxWCxyvOdkIDDc,wFJbcvXYdbGTymeZAIZB,9843,8585.99,6249,ajqGaIPindjsYtNrUGdY
2021-11-03,NzrgPHJiWUyfYVxuDBGU,CwbSXkbXHiEvCWxZUZIe,rLKQjMUASTZtGHKnUKWY,1842,38755.43,2286,nuaAfGUXwqyskkiuKmMc
2016-10-20,FxAvPDcFGwPFHwJVrbLu,UQSrsvJrNqUJDTwwmtug,sTKUgSIuCvIVICmFPpLn,7520,25992.44,3287,UlEwaZQJOEnrzBdvSOBk
2006-10-25,CNnPiQcCUVASgsPweUmy,MbtbjeFZytjnsYwRjpBH,VYKGcebodlwNhlZxavln,533,32627.8,7443,dLLFOqEVnIBHKPdxXFnO
2023-08-05,qFUUGUMIRPOcuXOjbDMd,TkKhmcUABCWOoZeqhORG,NPqRcgAuSUtPuxPQqFQZ,8103,27195.51,3945,jYevdcPQYxGaPagTSVxG
2003-05-17,RhygszyLMIaCOMpfiVgs,hjsDARbTebaehbxZNaCL,ytqUsMPoiwFtKoyiwWRA,2163,43169.61,2086,nMkthlDUSTYvWfEBbpUx
2012-02-18,rWoZgJlDisLfDXAIwMOd,bmcFfIgBQypsQAAKErzK,kPQvFewVsdpxscJVGprq,4005,2972.1,8927,inZaTywqvKWCPPCAwjSz
2015-05-06,vNJERgPfYKpwLDnHgPnR,lirGwOsuBALyGdMptJgS,NwHVmCpYxRPsGFNbcLbp,5111,40036.31,1421,vEoCwpIccdqsjVbcWKcT
2004-03-16,zIBWvwIpkIbYeEosYwoC,qaTeuqHahvvbubyEYJdd,kyNCLNKjoDHBCHgLIdti,622,9792.94,3920,GICwDRqPBjwFLZbuOmtR
2008-03-15,QEyJgRReoUcWLwfSiYXM,quwcEpEDFhEHJLDmnYTV,eFgOeKETRIcLzOFevlhD,5699,72647.3,3564,XGyMIszvjOQeIBOQJFtk
2004-09-11,VtdUcXECfMPMDnzneecZ,FStEmfpMCXENgyIaEFFY,kILFHSbjFUhHFxpLSwYO,9807,72807.53,5708,fplWudTBByAfUqkifVWe
2017-02-28,OSfIlXUdCpUQQUsQPaOg,IfixciYGnhRBegBZFagF,sczJNYdKmHwWQKXURCLy,3265,94130.86,3605,UTYrzbLIJAmhUpMzMPmO
2013-07-03,wlTYKekvXnwfRcCNPoge,uGkmBVPOnpEehrBnGnEN,UEkbGTHImoQtclggDtuO,9223,7102.69,1922,ZIQnNMzyowozXfneSBGA
2022-08-30,GgMlYlqvvvVclfLqZZHl,rZuoaPkQAHbzEyLIREVw,zKStoYxehpBAxGgilwWd,1867,23920.6,8395,DeqyVDVIsWQQnrhblSPn
1998-12-30,PYpqPmFCyyiAACLHEvpT,FeZyYfSdCkrLwcDWpUog,NPenwMXKURGkQEsMQvgl,9129,52957.61,9899,SyBGoawQmIUNGQEZoBvE
2022-05-20,rHhtovMdDdAHPiOYOfOU,VlxcsSYikYPiCivFMeuW,lGpsQCRQhRIuEyawTsJQ,5394,39772.65,4992,xJdnUJytyMMdEqvdNdyn
2011-12-20,rSYOLQLrttxQSPIBUPsd,EwhmcvSXeuXJBknapFCz,JYacJEwEeFlIztBpEpKN,5371,74743.49,8662,gAxKnsTtUMalEOrkwtKf
1997-01-02,lJrtZRCDRixucZTaaDfF,GQcCOzdQOncdkvjRpueJ,AShDprBrEeOnPBzltnAa,822,33707.5,6870,ArIKAsgvAQeDqbzzfiBr
2019-11-07,OBxhlnFCvpkcRJxPLkeg,XypyfAnmWFUsNqmwADXB,WbMnoGcIJdAZGEGhpnRz,9531,23862.5,9466,ymojMKHsxaQVwLMuVeZy
2002-09-14,fNkUOmTOOdVWiYZMwfit,WMBhaHmliAYpudawvsTQ,lhTjnfuzzIwVRAsNrnIo,7675,51305.2,1160,vzUmXGBwJBbUnyhfjoXq
2003-04-22,rkPoteHuRXcjMdcAcxgy,ZMZTMhKXLRhIHUehaQyE,vqMmQXjUMkTGaAsvonCJ,1,57447.8,6680,FSgcQDBngsrorxCNIues
2007-10-21,goqKtfmBiSWtEYbkWUxu,zMPanwPKqMtnBFerXQAt,OaTJxXKtFXLrauhPlBfu,3028,58369.0,6836,oiccopOQHncnHyXOjgjs
2007-06-16,ggNpcTSctzMsMjGeshQi,SCgPFdbFSNoWlMMoNeQD,zWfmnWhIjKOrqdsCxFLW,660,52219.88,2338,oQZawfNaZbmpRgGmlhBb
2023-01-12,RZJqDYZaAnycqyAsXXke,gRTsoVaFZijbDfYHSmLz,ssPWtUATQxvMAJFssKOP,1448,73211.68,7136,BYEErNZQnzqbahENaXgg
2013-01-24,VDLBnmDMAhXcoPjuIJKe,XsABLYxqJWIoxNwurhZC,ZTYvUqFHUpRZXyXmMcdS,4579,79646.22,3560,nUhodoqrWPTpZSliwgcQ
2003-04-06,HaEPuGnIrBXfIdPIwduM,AJTmOsdktCXnHlaIZEHK,tojrNWkSCDJJyqWxxTJX,5843,13863.54,3459,hNsyEhsIkTpBjOVPuIiC
2011-09-26,hNzSbREhONLlxFFEzAEE,OBCvbgbgYgDNijMeFYBu,vXMeJPduRCZWlWAGNlvd,5967,93746.93,1725,oCbeGkjifQEPftVIhbKB
1997-09-18,KWqZoIJiRjzmTBxAzABN,hnRVJtjGYRBIrQONWpoe,JXDTFZFtacdILsifrtMC,2361,57393.4,6921,jeYzLKvOQoJZIpffgMLU
2017-09-19,zOZEbcNAsvAqsQKpymDB,LvVGoKWjjlFzpoFMzVVE,RheRWpWRQvMnkDheZMNr,3701,37607.19,1994,QYQILdJkPsAfAzXNdQJe
2006-08-13,ThXXxlsTqucfEmPlkqXq,qQWsBsAmCyhlExVmEsUm,UNcccBfTzzbHudXwzBCV,5682,24279.59,6315,XaCvnRNLfRXZVyCgSOFl
2003-03-05,oeYMNyLmXkcjPTveHInC,SViTDgOzwcyOrTWrUxGM,uWEbBvuMISXzMnxOuxut,1931,60296.88,317,sbnnRAiariuvwrRdTHGH
2001-02-14,ZhdaklKFAZIbiPldOjqW,VnrTuLtyNEGskFpkdSXH,AnmlwFjXWrJqsVmDSUXs,546,54127.22,6964,sRiCUoveWsTIhUueeZbC
2003-12-19,HaTpZaadnJCBObXpcMcK,JGDuEIOiZyNyYeIzPgTg,ycfwnDlyxalqbWSDluYQ,2951,96982.1,2615,MlocRKEGFISfAqskSCyd
2018-03-20,kSShOeVsESsnuLgEcqFb,HHHYXEJhJfPeuQUxalVf,lKDincmwQrOwdmgVaOyw,6496,35477.19,8664,XCFIdqLIltMcXrMZfNBS
