classification_system,code,code_clean,description,source,observations
icd-10-mc,O42.00,O4200,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.01,O4201,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.02,O4202,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.10,O4210,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.11,O4211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.12,O4212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.90,O4290,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.91,O4291,"pregnancy, childbirth and puerperium",,
icd-10-mc,O42.92,O4292,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.01,O4301,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.02,O4302,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.10,O4310,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.11,O4311,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.12,O4312,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.19,O4319,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.21,O4321,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.22,O4322,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.23,O4323,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.81,O4381,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.89,O4389,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.90,O4390,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.91,O4391,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.92,O4392,"pregnancy, childbirth and puerperium",,
icd-10-mc,O43.93,O4393,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.00,O4400,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.01,O4401,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.02,O4402,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.03,O4403,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.10,O4410,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.11,O4411,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.12,O4412,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.13,O4413,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.20,O4420,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.21,O4421,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.22,O4422,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.23,O4423,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.30,O4430,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.31,O4431,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.32,O4432,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.33,O4433,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.40,O4440,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.41,O4441,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.42,O4442,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.43,O4443,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.50,O4450,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.51,O4451,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.52,O4452,"pregnancy, childbirth and puerperium",,
icd-10-mc,O44.53,O4453,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.00,O4500,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.01,O4501,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.02,O4502,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.09,O4509,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.8X,O458X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.90,O4590,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.91,O4591,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.92,O4592,"pregnancy, childbirth and puerperium",,
icd-10-mc,O45.93,O4593,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.00,O4600,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.01,O4601,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.02,O4602,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.09,O4609,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.8X,O468X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.90,O4690,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.91,O4691,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.92,O4692,"pregnancy, childbirth and puerperium",,
icd-10-mc,O46.93,O4693,"pregnancy, childbirth and puerperium",,
icd-10-mc,O47.00,O4700,"pregnancy, childbirth and puerperium",,
icd-10-mc,O47.02,O4702,"pregnancy, childbirth and puerperium",,
icd-10-mc,O47.03,O4703,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.00,O6000,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.02,O6002,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.03,O6003,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.10,O6010,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.12,O6012,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.13,O6013,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.14,O6014,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.20,O6020,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.22,O6022,"pregnancy, childbirth and puerperium",,
icd-10-mc,O60.23,O6023,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.0X,O640X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.1X,O641X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.2X,O642X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.3X,O643X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.4X,O644X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.5X,O645X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.8X,O648X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O64.9X,O649X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O66.40,O6640,"pregnancy, childbirth and puerperium",,
icd-10-mc,O66.41,O6641,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.0X,O690X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.1X,O691X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.2X,O692X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.3X,O693X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.4X,O694X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.5X,O695X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.81,O6981,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.82,O6982,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.89,O6989,"pregnancy, childbirth and puerperium",,
icd-10-mc,O69.9X,O699X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O70.20,O7020,"pregnancy, childbirth and puerperium",,
icd-10-mc,O70.21,O7021,"pregnancy, childbirth and puerperium",,
icd-10-mc,O70.22,O7022,"pregnancy, childbirth and puerperium",,
icd-10-mc,O70.23,O7023,"pregnancy, childbirth and puerperium",,
icd-10-mc,O71.00,O7100,"pregnancy, childbirth and puerperium",,
icd-10-mc,O71.02,O7102,"pregnancy, childbirth and puerperium",,
icd-10-mc,O71.03,O7103,"pregnancy, childbirth and puerperium",,
icd-10-mc,O71.81,O7181,"pregnancy, childbirth and puerperium",,
icd-10-mc,O71.82,O7182,"pregnancy, childbirth and puerperium",,
icd-10-mc,O71.89,O7189,"pregnancy, childbirth and puerperium",,
icd-10-mc,O75.81,O7581,"pregnancy, childbirth and puerperium",,
icd-10-mc,O75.82,O7582,"pregnancy, childbirth and puerperium",,
icd-10-mc,O75.89,O7589,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.00,O8600,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.01,O8601,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.02,O8602,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.03,O8603,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.04,O8604,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.09,O8609,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.11,O8611,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.12,O8612,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.13,O8613,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.19,O8619,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.20,O8620,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.21,O8621,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.22,O8622,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.29,O8629,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.81,O8681,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.89,O8689,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.01,O8801,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.02,O8802,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.03,O8803,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.11,O8811,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.12,O8812,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.13,O8813,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.21,O8821,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.22,O8822,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.23,O8823,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.31,O8831,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.32,O8832,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.33,O8833,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.81,O8881,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.82,O8882,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.83,O8883,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.01,O8901,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.09,O8909,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.81,O9081,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.89,O9089,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.01,O9101,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.02,O9102,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.03,O9103,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.11,O9111,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.12,O9112,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.13,O9113,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.21,O9121,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.22,O9122,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.23,O9123,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.01,O9201,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.02,O9202,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.03,O9203,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.11,O9211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.12,O9212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.13,O9213,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.20,O9220,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.29,O9229,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.70,O9270,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.79,O9279,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.01,O9801,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.02,O9802,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.03,O9803,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.11,O9811,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.12,O9812,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.13,O9813,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.21,O9821,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.22,O9822,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.23,O9823,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.31,O9831,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.32,O9832,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.33,O9833,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.41,O9841,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.42,O9842,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.43,O9843,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.51,O9851,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.52,O9852,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.53,O9853,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.61,O9861,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.62,O9862,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.63,O9863,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.71,O9871,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.72,O9872,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.73,O9873,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.81,O9881,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.82,O9882,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.83,O9883,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.91,O9891,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.92,O9892,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.93,O9893,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.01,O9901,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.02,O9902,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.11,O9911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.12,O9912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.13,O9913,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.21,O9921,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.28,O9928,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.31,O9931,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.32,O9932,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.33,O9933,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.34,O9934,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.35,O9935,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.41,O9941,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.42,O9942,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.43,O9943,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.51,O9951,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.52,O9952,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.53,O9953,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.61,O9961,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.62,O9962,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.63,O9963,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.71,O9971,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.72,O9972,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.73,O9973,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.81,O9981,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.82,O9982,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.83,O9983,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.84,O9984,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.89,O9989,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.11,O9A11,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.12,O9A12,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.13,O9A13,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.21,O9A21,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.22,O9A22,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.23,O9A23,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.31,O9A31,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.32,O9A32,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.33,O9A33,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.41,O9A41,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.42,O9A42,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.43,O9A43,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.51,O9A51,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.52,O9A52,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.53,O9A53,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.101,O00101,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.102,O00102,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.109,O00109,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.111,O00111,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.112,O00112,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.119,O00119,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.201,O00201,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.202,O00202,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.209,O00209,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.211,O00211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.212,O00212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.219,O00219,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.211,O09211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.212,O09212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.213,O09213,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.219,O09219,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.291,O09291,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.292,O09292,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.293,O09293,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.8X1,O228X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.299,O09299,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.511,O09511,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.512,O09512,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.513,O09513,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.519,O09519,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.521,O09521,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.522,O09522,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.523,O09523,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.529,O09529,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.611,O09611,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.612,O09612,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.613,O09613,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.619,O09619,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.621,O09621,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.622,O09622,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.623,O09623,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.629,O09629,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.811,O09811,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.812,O09812,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.813,O09813,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.819,O09819,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.821,O09821,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.822,O09822,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.823,O09823,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.829,O09829,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.891,O09891,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.892,O09892,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.893,O09893,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.899,O09899,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.011,O10011,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.012,O10012,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.013,O10013,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.019,O10019,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.111,O10111,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.112,O10112,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.113,O10113,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.119,O10119,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.211,O10211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.212,O10212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.213,O10213,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.219,O10219,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.311,O10311,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.312,O10312,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.313,O10313,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.319,O10319,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.411,O10411,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.412,O10412,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.413,O10413,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.419,O10419,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.911,O10911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.912,O10912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.913,O10913,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.919,O10919,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.8X2,O228X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.8X3,O228X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.8X9,O228X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.511,O23511,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.512,O23512,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.513,O23513,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.519,O23519,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.521,O23521,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.522,O23522,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.523,O23523,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.529,O23529,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.591,O23591,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.592,O23592,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.593,O23593,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.599,O23599,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.011,O24011,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.012,O24012,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.013,O24013,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.019,O24019,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.111,O24111,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.112,O24112,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.113,O24113,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.119,O24119,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.311,O24311,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.312,O24312,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.313,O24313,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.319,O24319,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.410,O24410,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.414,O24414,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.415,O24415,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.419,O24419,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.420,O24420,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.424,O24424,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.425,O24425,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.429,O24429,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.430,O24430,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.434,O24434,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.435,O24435,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.439,O24439,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.811,O24811,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.812,O24812,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.813,O24813,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.819,O24819,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.911,O24911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.912,O24912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.913,O24913,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.919,O24919,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.611,O26611,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.612,O26612,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.613,O26613,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.619,O26619,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.711,O26711,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.712,O26712,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.713,O26713,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.719,O26719,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.811,O26811,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.812,O26812,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.813,O26813,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.819,O26819,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.821,O26821,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.822,O26822,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.823,O26823,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.829,O26829,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.831,O26831,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.832,O26832,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.833,O26833,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.839,O26839,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.841,O26841,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.842,O26842,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.843,O26843,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.849,O26849,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.851,O26851,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.852,O26852,"pregnancy, childbirth and puerperium",,
